,id,neighbourhood_group_cleansed,price,neighbourhood_cleansed,accommodates,availability_365,minimum_nights,revenue
5441,9750334,Eixample,130.0,Sant Antoni,3,329,3,390.0
5443,9767973,Sant Martí,150.0,el Camp de l'Arpa del Clot,5,98,1,3337.5
5444,9768214,Sant Martí,140.0,el Camp de l'Arpa del Clot,5,103,1,3056.67
5448,9774000,Sants-Montjuïc,150.0,Sants - Badal,5,108,1,3212.5
5449,9774714,Sant Martí,140.0,el Camp de l'Arpa del Clot,4,104,1,3045.0
5451,9775612,Sant Martí,125.0,el Camp de l'Arpa del Clot,3,70,1,3072.92
5456,9783502,Eixample,336.0,la Dreta de l'Eixample,6,263,3,2856.0
5459,9787658,Sant Martí,45.0,el Besòs i el Maresme,4,249,1,435.0
5460,9790123,Sant Martí,95.0,el Poblenou,4,155,1,1662.5
5476,9841823,Sants-Montjuïc,115.0,el Poble Sec,4,309,4,536.67
5482,9869471,Ciutat Vella,65.0,la Barceloneta,3,307,32,314.17
5490,9892504,Gràcia,220.0,la Vila de Gràcia,6,301,3,1173.33
5492,9893781,Eixample,60.0,Sant Antoni,3,316,1,245.0
5495,9897617,Gràcia,100.0,la Vila de Gràcia,4,99,3,2216.67
5496,9898380,Sant Martí,150.0,el Poblenou,6,318,3,587.5
5507,9911528,Eixample,180.0,la Dreta de l'Eixample,3,200,1,2475.0
5509,9914165,Eixample,233.0,la Dreta de l'Eixample,4,270,3,1844.58
5510,9914430,Eixample,70.0,Sant Antoni,4,295,1,408.33
5514,9924459,Ciutat Vella,139.0,el Barri Gòtic,2,237,2,1482.67
5520,9933553,Eixample,250.0,la Dreta de l'Eixample,4,0,3,7604.17
5522,9937100,Ciutat Vella,89.0,el Barri Gòtic,4,235,31,964.17
5523,9937559,Ciutat Vella,99.0,el Barri Gòtic,6,316,31,404.25
5539,9986002,Ciutat Vella,65.0,"Sant Pere, Santa Caterina i la Ribera",3,9,3,1928.33
5540,9986381,Eixample,129.0,Sant Antoni,5,326,2,419.25
5541,9986909,Sants-Montjuïc,140.0,el Poble Sec,5,167,6,2310.0
5542,9990800,Ciutat Vella,75.0,el Raval,4,29,3,2100.0
5544,9992971,Eixample,320.0,l'Antiga Esquerra de l'Eixample,4,129,3,6293.33
5548,10005342,Ciutat Vella,31.0,"Sant Pere, Santa Caterina i la Ribera",4,237,31,330.67
5551,10009651,Eixample,90.0,la Nova Esquerra de l'Eixample,4,86,3,2092.5
5553,10010274,Ciutat Vella,65.0,"Sant Pere, Santa Caterina i la Ribera",4,206,3,861.25
5558,10026333,Sarrià-Sant Gervasi,80.0,el Putxet i el Farró,5,61,3,2026.67
5567,10038461,Sants-Montjuïc,75.0,el Poble Sec,4,235,2,812.5
5572,10051885,Sants-Montjuïc,50.0,Hostafrancs,4,361,2,16.67
5573,10052599,Eixample,90.0,la Dreta de l'Eixample,2,12,3,2647.5
5575,10063905,Eixample,184.0,l'Antiga Esquerra de l'Eixample,5,181,3,2821.33
5582,10078923,Ciutat Vella,29.0,la Barceloneta,2,257,31,261.0
5586,10084062,Eixample,50.0,la Dreta de l'Eixample,4,356,3,37.5
5588,10091779,Ciutat Vella,155.0,la Barceloneta,4,67,1,3849.17
5595,10113300,Eixample,500.0,la Dreta de l'Eixample,4,299,3,2750.0
5599,10122031,Gràcia,80.0,la Vila de Gràcia,4,3,2,2413.33
5605,10132170,Eixample,500.0,la Dreta de l'Eixample,5,324,3,1708.33
5606,10132419,Eixample,500.0,la Dreta de l'Eixample,5,336,3,1208.33
5612,10146190,Eixample,250.0,la Dreta de l'Eixample,2,1,3,7583.33
5613,10146759,Gràcia,220.0,la Vila de Gràcia,6,313,3,953.33
5620,10163333,Ciutat Vella,75.0,la Barceloneta,2,316,32,306.25
5621,10167887,Eixample,150.0,la Sagrada Família,5,338,3,337.5
5631,10203560,Ciutat Vella,29.0,la Barceloneta,2,207,31,381.83
5632,10203916,Ciutat Vella,29.0,la Barceloneta,2,238,31,306.92
5633,10205793,Eixample,150.0,l'Antiga Esquerra de l'Eixample,6,271,3,1175.0
5640,10238081,Ciutat Vella,153.0,"Sant Pere, Santa Caterina i la Ribera",6,301,31,816.0
5644,10244297,Ciutat Vella,125.0,la Barceloneta,2,85,1,2916.67
5650,10265669,Ciutat Vella,46.0,el Barri Gòtic,4,248,31,448.5
5651,10276293,Eixample,95.0,la Sagrada Família,4,210,3,1227.08
5665,10374992,Ciutat Vella,30.0,"Sant Pere, Santa Caterina i la Ribera",2,150,32,537.5
5667,10409484,Sants-Montjuïc,150.0,Sants,4,85,1,3500.0
5668,10410300,Sants-Montjuïc,150.0,Sants,4,119,1,3075.0
5670,10410955,Sants-Montjuïc,150.0,Sants,4,109,1,3200.0
5671,10411902,Sants-Montjuïc,130.0,el Poble Sec,5,289,3,823.33
5676,10444635,Ciutat Vella,162.0,el Raval,6,170,3,2632.5
5677,10445947,Eixample,90.0,l'Antiga Esquerra de l'Eixample,4,356,3,67.5
5679,10447043,Gràcia,65.0,la Vila de Gràcia,4,125,1,1300.0
5683,10480416,Eixample,128.0,la Nova Esquerra de l'Eixample,4,315,1,533.33
5690,10513910,Ciutat Vella,39.0,"Sant Pere, Santa Caterina i la Ribera",3,205,31,520.0
5698,10533422,Ciutat Vella,122.0,el Raval,2,321,3,447.33
5699,10534258,Sants-Montjuïc,100.0,Sants,5,113,3,2100.0
5706,10543618,Ciutat Vella,169.0,el Barri Gòtic,6,123,3,3408.17
5711,10555436,Gràcia,120.0,la Vila de Gràcia,4,309,1,560.0
5713,10555855,Eixample,193.0,la Dreta de l'Eixample,4,229,5,2187.33
5714,10556093,Eixample,45.0,l'Antiga Esquerra de l'Eixample,4,262,28,386.25
5715,10556760,Eixample,148.0,la Sagrada Família,4,363,1,24.67
5717,10558807,Horta-Guinardó,110.0,Can Baró,6,327,1,348.33
5725,10564417,Eixample,305.0,la Dreta de l'Eixample,6,185,3,4575.0
5726,10578648,Sants-Montjuïc,100.0,el Poble Sec,2,141,1,1866.67
5735,10621483,Eixample,180.0,la Sagrada Família,5,337,1,420.0
5741,10642160,Eixample,100.0,el Fort Pienc,5,319,3,383.33
5742,10647408,Sants-Montjuïc,90.0,el Poble Sec,4,323,2,315.0
5747,10649499,Gràcia,144.0,la Vila de Gràcia,6,329,3,432.0
5749,10663752,Sant Martí,150.0,el Parc i la Llacuna del Poblenou,6,265,1,1250.0
5754,10670017,Ciutat Vella,70.0,el Raval,2,314,2,297.5
5759,10692497,Horta-Guinardó,78.0,el Baix Guinardó,5,19,3,2249.0
5760,10692920,Ciutat Vella,40.0,el Barri Gòtic,4,260,32,350.0
5771,10717575,Gràcia,62.0,la Vila de Gràcia,4,78,4,1482.83
5773,10727331,Sants-Montjuïc,49.0,Hostafrancs,4,192,6,706.42
5779,10737502,Eixample,70.0,la Sagrada Família,4,110,2,1487.5
5780,10737758,Ciutat Vella,300.0,el Raval,6,124,3,6025.0
5782,10745973,Eixample,275.0,la Sagrada Família,6,338,1,618.75
5787,10763645,Sant Martí,195.0,la Vila Olímpica del Poblenou,6,335,4,487.5
5803,10803032,Ciutat Vella,90.0,el Barri Gòtic,4,294,1,532.5
5804,10805338,Eixample,195.0,el Fort Pienc,4,270,4,1543.75
5807,10817391,Sant Andreu,66.0,el Congrés i els Indians,4,327,28,209.0
5812,10823019,Ciutat Vella,95.0,"Sant Pere, Santa Caterina i la Ribera",4,225,32,1108.33
5816,10832320,Ciutat Vella,40.0,el Barri Gòtic,4,327,3,126.67
5829,10869502,Sarrià-Sant Gervasi,120.0,Sant Gervasi - Galvany,4,353,1,120.0
5838,10878313,Gràcia,122.0,la Vila de Gràcia,6,88,1,2816.17
5839,10878390,Sant Martí,47.0,Diagonal Mar i el Front Marítim del Poblenou,4,332,32,129.25
5845,10891462,Eixample,122.0,la Nova Esquerra de l'Eixample,5,359,32,61.0
5846,10893207,Gràcia,220.0,la Vila de Gràcia,6,320,3,825.0
5849,10897106,Eixample,60.0,el Fort Pienc,2,226,3,695.0
5851,10897779,Gràcia,135.0,la Vila de Gràcia,5,333,3,360.0
5861,10920893,Sants-Montjuïc,47.0,Hostafrancs,4,100,1,1037.92
5869,10961519,Eixample,60.0,el Fort Pienc,6,107,1,1290.0
5872,10966654,Sants-Montjuïc,116.0,la Bordeta,5,326,2,377.0
5875,10978474,Eixample,57.0,el Fort Pienc,6,125,1,1140.0
5885,11004309,Gràcia,125.0,la Vila de Gràcia,5,343,3,229.17
5891,11007289,Ciutat Vella,66.0,el Barri Gòtic,4,263,32,561.0
5893,11008465,Eixample,104.0,la Sagrada Família,6,335,3,260.0
5894,11011610,Sant Martí,200.0,la Vila Olímpica del Poblenou,6,324,4,683.33
5900,11029705,Ciutat Vella,100.0,el Raval,4,329,3,300.0
5904,11039131,Sants-Montjuïc,106.0,Sants,3,155,30,1855.0
5905,11042861,Ciutat Vella,52.0,"Sant Pere, Santa Caterina i la Ribera",6,262,32,446.33
5913,11075687,Eixample,195.0,la Dreta de l'Eixample,4,300,3,1056.25
5925,11108578,Sants-Montjuïc,69.0,el Poble Sec,4,246,4,684.25
5927,11108923,Sants-Montjuïc,84.0,el Poble Sec,4,241,4,868.0
5929,11110830,Eixample,150.0,la Dreta de l'Eixample,6,327,4,475.0
5932,11116037,Ciutat Vella,47.0,el Barri Gòtic,2,103,32,1026.17
5948,11155742,Sants-Montjuïc,160.0,el Poble Sec,5,125,3,3200.0
5950,11158113,Gràcia,120.0,la Vila de Gràcia,6,361,2,40.0
5957,11159286,Gràcia,101.0,la Vila de Gràcia,6,115,2,2104.17
5961,11160411,Eixample,125.0,Sant Antoni,5,101,3,2750.0
5964,11165818,Eixample,350.0,la Dreta de l'Eixample,6,332,2,962.5
5969,11174833,Ciutat Vella,65.0,"Sant Pere, Santa Caterina i la Ribera",4,343,32,119.17
5976,11193351,Eixample,52.0,la Nova Esquerra de l'Eixample,3,340,31,108.33
5977,11193971,Ciutat Vella,250.0,el Raval,4,357,2,166.67
5984,11197896,Eixample,250.0,la Sagrada Família,5,326,1,812.5
5994,11217602,Sants-Montjuïc,200.0,el Poble Sec,4,65,12,5000.0
5998,11229581,Ciutat Vella,40.0,el Barri Gòtic,4,302,3,210.0
6002,11232942,Ciutat Vella,85.0,el Raval,2,314,1,361.25
6010,11256906,Sant Martí,98.0,el Parc i la Llacuna del Poblenou,3,39,3,2662.33
6015,11264883,Sant Martí,50.0,Provençals del Poblenou,4,16,32,1454.17
6016,11267186,Ciutat Vella,315.0,el Barri Gòtic,2,87,1,7297.5
6018,11271011,Gràcia,50.0,el Camp d'en Grassot i Gràcia Nova,4,50,31,1312.5
6026,11286052,Sant Martí,190.0,la Vila Olímpica del Poblenou,6,326,4,617.5
6027,11289087,Sants-Montjuïc,160.0,el Poble Sec,6,7,2,4773.33
6030,11290289,Eixample,164.0,l'Antiga Esquerra de l'Eixample,5,335,2,410.0
6035,11295154,Gràcia,135.0,la Vila de Gràcia,5,359,3,67.5
6037,11297991,Eixample,203.0,la Dreta de l'Eixample,6,284,3,1370.25
6038,11298610,Eixample,156.0,la Dreta de l'Eixample,5,295,3,910.0
6048,11312958,Ciutat Vella,350.0,el Barri Gòtic,6,315,2,1458.33
6050,11313906,Ciutat Vella,45.0,el Raval,2,320,32,168.75
6053,11315455,Gràcia,164.0,la Vila de Gràcia,6,334,3,423.67
6068,11331439,Sant Martí,249.0,el Poblenou,4,347,4,373.5
6077,11337442,Horta-Guinardó,137.0,Can Baró,5,300,3,742.08
6082,11348543,Sants-Montjuïc,75.0,el Poble Sec,4,222,31,893.75
6087,11350322,Ciutat Vella,61.0,el Barri Gòtic,2,365,32,0.0
6094,11356317,Eixample,130.0,Sant Antoni,6,337,3,303.33
6100,11381568,Eixample,137.0,la Sagrada Família,5,158,3,2363.25
6107,11391459,Sant Martí,45.0,el Besòs i el Maresme,3,350,2,56.25
6115,11402824,Gràcia,70.0,la Vila de Gràcia,4,307,1,338.33
6124,11428143,Ciutat Vella,117.0,el Barri Gòtic,6,257,32,1053.0
6129,11445715,Sant Martí,80.0,la Vila Olímpica del Poblenou,4,110,2,1700.0
6134,11455050,Sant Martí,150.0,la Vila Olímpica del Poblenou,6,307,1,725.0
6139,11467439,Sants-Montjuïc,80.0,el Poble Sec,4,287,3,520.0
6164,11550809,Eixample,90.0,Sant Antoni,4,50,32,2362.5
6170,11562175,Sants-Montjuïc,300.0,Sants,6,97,2,6700.0
6172,11563254,Gràcia,60.0,la Vila de Gràcia,2,320,4,225.0
6176,11570056,Eixample,220.0,la Dreta de l'Eixample,4,301,4,1173.33
6189,11603936,Gràcia,120.0,la Vila de Gràcia,6,351,4,140.0
6190,11604284,Horta-Guinardó,65.0,Can Baró,4,344,3,113.75
6194,11618889,Eixample,220.0,la Dreta de l'Eixample,4,315,1,916.67
6198,11629989,Eixample,265.0,la Sagrada Família,6,299,1,1457.5
6199,11630284,Sant Martí,160.0,el Poblenou,4,301,1,853.33
6205,11648674,Gràcia,99.0,la Vila de Gràcia,4,316,2,404.25
6216,11668801,Eixample,85.0,el Fort Pienc,4,323,1,297.5
6226,11685016,Sant Martí,105.0,el Poblenou,4,311,2,472.5
6237,11728465,Ciutat Vella,100.0,"Sant Pere, Santa Caterina i la Ribera",3,303,1,516.67
6240,11730685,Gràcia,81.0,la Vila de Gràcia,5,62,4,2045.25
6242,11733070,Sants-Montjuïc,129.0,el Poble Sec,6,320,4,483.75
6243,11737208,Sants-Montjuïc,75.0,Sants,4,293,1,450.0
6248,11747722,Ciutat Vella,48.0,el Raval,4,137,31,912.0
6249,11748009,Sarrià-Sant Gervasi,115.0,Sant Gervasi - Galvany,6,126,5,2290.42
6255,11753283,Eixample,50.0,la Dreta de l'Eixample,3,352,3,54.17
6257,11762804,Ciutat Vella,95.0,el Barri Gòtic,2,321,32,348.33
6258,11763602,Sant Martí,103.0,el Parc i la Llacuna del Poblenou,5,258,2,918.42
6261,11765222,Eixample,175.0,la Sagrada Família,4,88,3,4039.58
6273,11808879,Ciutat Vella,95.0,la Barceloneta,4,0,3,2889.58
6274,11814469,Gràcia,119.0,la Vila de Gràcia,4,174,2,1894.08
6287,11856900,Eixample,129.0,la Sagrada Família,5,252,2,1214.75
6288,11857023,Sant Martí,295.0,Diagonal Mar i el Front Marítim del Poblenou,5,344,3,516.25
6289,11857224,Gràcia,90.0,la Vila de Gràcia,2,257,31,810.0
6291,11857408,Horta-Guinardó,119.0,el Baix Guinardó,6,189,2,1745.33
6292,11859144,Eixample,245.0,la Sagrada Família,6,332,1,673.75
6293,11859466,Eixample,255.0,la Sagrada Família,6,323,1,892.5
6294,11860164,Eixample,265.0,la Sagrada Família,6,304,1,1347.08
6295,11861119,Eixample,275.0,la Sagrada Família,6,325,1,916.67
6297,11862133,Eixample,265.0,la Sagrada Família,6,333,1,706.67
6298,11862633,Eixample,275.0,la Sagrada Família,6,331,1,779.17
6300,11876782,Ciutat Vella,27.0,el Barri Gòtic,3,120,32,551.25
6301,11877523,Eixample,150.0,la Dreta de l'Eixample,4,188,2,2212.5
6302,11877932,Eixample,245.0,la Sagrada Família,6,319,1,939.17
6308,11884918,Sants-Montjuïc,98.0,Sants,4,65,4,2450.0
6311,11890842,Sant Martí,100.0,el Poblenou,4,315,3,416.67
6312,11895870,Eixample,60.0,la Sagrada Família,5,254,32,555.0
6314,11897842,Eixample,275.0,la Sagrada Família,6,288,1,1764.58
6316,11898526,Eixample,275.0,la Sagrada Família,6,318,1,1077.08
6317,11899989,Eixample,265.0,la Sagrada Família,6,293,1,1590.0
6327,11938945,Eixample,56.0,la Nova Esquerra de l'Eixample,4,305,32,280.0
6328,11941173,Eixample,69.0,la Nova Esquerra de l'Eixample,6,307,2,333.5
6349,11988592,Sants-Montjuïc,100.0,Sants,4,95,3,2250.0
6354,11997265,Ciutat Vella,122.0,"Sant Pere, Santa Caterina i la Ribera",2,335,2,305.0
6358,12002947,Ciutat Vella,150.0,la Barceloneta,3,345,25,250.0
6376,12045395,Sants-Montjuïc,93.0,el Poble Sec,4,340,2,193.75
6385,12051775,Sant Martí,48.0,el Parc i la Llacuna del Poblenou,2,49,1,1264.0
6387,12060275,Eixample,139.0,el Fort Pienc,4,325,2,463.33
6389,12060615,Eixample,139.0,el Fort Pienc,4,354,2,127.42
6392,12075076,Sants-Montjuïc,270.0,el Poble Sec,5,360,2,112.5
6398,12078644,Ciutat Vella,100.0,el Barri Gòtic,3,61,28,2533.33
6401,12083780,Eixample,199.0,la Dreta de l'Eixample,6,204,4,2669.92
6411,12125552,Eixample,199.0,Sant Antoni,5,172,4,3200.58
6417,12143899,Eixample,155.0,la Nova Esquerra de l'Eixample,5,309,3,723.33
6424,12153827,Sants-Montjuïc,60.0,Hostafrancs,5,199,3,830.0
6429,12181980,Sant Martí,114.0,el Poblenou,4,342,3,218.5
6447,12236695,Sants-Montjuïc,75.0,Sants,4,198,2,1043.75
6450,12256600,Sants-Montjuïc,75.0,Sants,4,280,1,531.25
6469,12321109,Sants-Montjuïc,50.0,el Poble Sec,4,2,3,1512.5
6483,12371958,Eixample,280.0,la Dreta de l'Eixample,6,7,4,8353.33
6486,12372966,Eixample,90.0,la Dreta de l'Eixample,2,332,3,247.5
6487,12373247,Sants-Montjuïc,75.0,Sants,4,266,1,618.75
6489,12378292,Eixample,179.0,la Dreta de l'Eixample,4,320,3,671.25
6490,12378302,Eixample,130.0,Sant Antoni,6,204,3,1744.17
6496,12406643,Ciutat Vella,32.0,la Barceloneta,2,0,60,973.33
6507,12425018,Sant Martí,96.0,el Besòs i el Maresme,5,24,2,2728.0
6513,12437203,Gràcia,179.0,la Vila de Gràcia,6,46,1,4758.42
6527,12500607,Gràcia,110.0,la Vila de Gràcia,4,76,3,2649.17
6530,12506292,Eixample,137.0,Sant Antoni,6,327,2,433.83
6531,12507117,Ciutat Vella,75.0,el Raval,6,269,3,600.0
6535,12510909,Sant Martí,50.0,el Besòs i el Maresme,3,335,32,125.0
6537,12514918,Eixample,100.0,la Sagrada Família,6,307,1,483.33
6539,12517139,Ciutat Vella,50.0,el Raval,4,364,33,4.17
6541,12525815,Gràcia,116.0,Vallcarca i els Penitents,6,350,4,145.0
6546,12533035,Sants-Montjuïc,1000.0,la Font de la Guatlla,4,342,2,1916.67
6547,12534026,Sants-Montjuïc,250.0,la Font de la Guatlla,5,353,2,250.0
6548,12534624,Sants-Montjuïc,250.0,el Poble Sec,5,344,2,437.5
